label,index,key,name,external_id
Drug,3195,CHEMBL905,RIZATRIPTAN,CHEMBL905
Drug,3196,CHEMBL90555,VINCRISTINE,CHEMBL90555
Drug,3197,CHEMBL90593,PRASTERONE,CHEMBL90593
Drug,3198,CHEMBL908,CHLORPROTHIXENE,CHEMBL908
Drug,3199,CHEMBL91,MICONAZOLE,CHEMBL91
Drug,3200,CHEMBL911,ZOLPIDEM,CHEMBL911
Drug,3201,CHEMBL91397,RUPATADINE,CHEMBL91397
Drug,3202,CHEMBL914,FEXOFENADINE,CHEMBL914
Drug,3203,CHEMBL915,NEDOCROMIL SODIUM,CHEMBL915
Drug,3204,CHEMBL916,TIROFIBAN,CHEMBL916
Drug,3205,CHEMBL917,FLOXURIDINE,CHEMBL917
Drug,3206,CHEMBL918,PHENACEMIDE,CHEMBL918
Drug,3207,CHEMBL919,FOSPHENYTOIN SODIUM,CHEMBL919
Drug,3208,CHEMBL92,DOCETAXEL ANHYDROUS,CHEMBL92
Drug,3209,CHEMBL922,ADEFOVIR DIPIVOXIL,CHEMBL922
Drug,3210,CHEMBL9225,HEXESTROL,CHEMBL9225
Drug,3211,CHEMBL923,RISEDRONIC ACID,CHEMBL923
Drug,3212,CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,CHEMBL924
Drug,3213,CHEMBL925,TYROSINE,CHEMBL925
Drug,3214,CHEMBL926,DOBUTAMINE,CHEMBL926
Drug,3215,CHEMBL927,CEFDINIR,CHEMBL927
Drug,3216,CHEMBL928,DANTROLENE SODIUM,CHEMBL928
Drug,3217,CHEMBL929,DELAVIRDINE MESYLATE,CHEMBL929
Drug,3218,CHEMBL93,ZILEUTON,CHEMBL93
Drug,3219,CHEMBL930,GLUTAMINE,CHEMBL930
Drug,3220,CHEMBL931,HALOTHANE,CHEMBL931
Drug,3221,CHEMBL932,DIPYRIDAMOLE,CHEMBL932
Drug,3222,CHEMBL93268,SODIUM NITRITE,CHEMBL93268
Drug,3223,CHEMBL934,METYRAPONE,CHEMBL934
Drug,3224,CHEMBL936,DIPHENIDOL,CHEMBL936
Drug,3225,CHEMBL937,DIETHYLCARBAMAZINE CITRATE,CHEMBL937
Drug,3226,CHEMBL939,GEFITINIB,CHEMBL939
Drug,3227,CHEMBL940,GABAPENTIN,CHEMBL940
Drug,3228,CHEMBL94081,ALCLOFENAC,CHEMBL94081
Drug,3229,CHEMBL941,IMATINIB,CHEMBL941
Drug,3230,CHEMBL942,BISACODYL,CHEMBL942
Drug,3231,CHEMBL94394,BUFEXAMAC,CHEMBL94394
Drug,3232,CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE,CHEMBL944
Drug,3233,CHEMBL94454,MIZOLASTINE,CHEMBL94454
Drug,3234,CHEMBL945,AMILORIDE,CHEMBL945
Drug,3235,CHEMBL946,AZATADINE,CHEMBL946
Drug,3236,CHEMBL95,TACRINE,CHEMBL95
Drug,3237,CHEMBL951,IOPHENDYLATE,CHEMBL951
Drug,3238,CHEMBL953,ENTACAPONE,CHEMBL953
Drug,3239,CHEMBL956,SUPROFEN,CHEMBL956
Drug,3240,CHEMBL957,BOSENTAN,CHEMBL957
Drug,3241,CHEMBL95889,BETAINE,CHEMBL95889
Drug,3242,CHEMBL959,RIMANTADINE,CHEMBL959
Drug,3243,CHEMBL960,LEFLUNOMIDE,CHEMBL960
Drug,3244,CHEMBL962,EPOPROSTENOL SODIUM,CHEMBL962
Drug,3245,CHEMBL963,OXYMORPHONE,CHEMBL963
Drug,3246,CHEMBL964,DISULFIRAM,CHEMBL964
Drug,3247,CHEMBL965,CARBAMOYLCHOLINE,CHEMBL965
Drug,3248,CHEMBL967,TEMAZEPAM,CHEMBL967
Drug,3249,CHEMBL968,FLURAZEPAM,CHEMBL968
Drug,3250,CHEMBL969,PRAZEPAM,CHEMBL969
Drug,3251,CHEMBL970,HALAZEPAM,CHEMBL970
Drug,3252,CHEMBL971,PENTOBARBITAL SODIUM,CHEMBL971
Drug,3253,CHEMBL972,SELEGILINE,CHEMBL972
Drug,3254,CHEMBL973,TERIFLUNOMIDE,CHEMBL973
Drug,3255,CHEMBL975,MESNA,CHEMBL975
Drug,3256,CHEMBL976,PRAZIQUANTEL,CHEMBL976
Drug,3257,CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,CHEMBL977
Drug,3258,CHEMBL978,METHACHOLINE,CHEMBL978
Drug,3259,CHEMBL979,MEPROBAMATE,CHEMBL979
Drug,3260,CHEMBL98,VORINOSTAT,CHEMBL98
Drug,3261,CHEMBL980,GUAIFENESIN,CHEMBL980
Drug,3262,CHEMBL981,FENOFIBRIC ACID,CHEMBL981
Drug,3263,CHEMBL982,NALMEFENE,CHEMBL982
Drug,3264,CHEMBL983,SUCCINYLCHOLINE CHLORIDE,CHEMBL983
Drug,3265,CHEMBL984,MIVACURIUM CHLORIDE,CHEMBL984
Drug,3266,CHEMBL985,UREA,CHEMBL985
Drug,3267,CHEMBL986,RETINOL,CHEMBL986
Drug,3268,CHEMBL989,FLUOCINOLONE ACETONIDE,CHEMBL989
Drug,3269,CHEMBL990,BUTENAFINE,CHEMBL990
Drug,3270,CHEMBL991,STAVUDINE,CHEMBL991
Drug,3271,CHEMBL995,LOSARTAN POTASSIUM,CHEMBL995
Drug,3272,CHEMBL996,CEFOXITIN,CHEMBL996
Drug,3273,CHEMBL997,IBANDRONIC ACID,CHEMBL997
Drug,3274,CHEMBL998,LORATADINE,CHEMBL998
Drug,3275,CHEMBL99946,LEVOMILNACIPRAN,CHEMBL99946
Drug,3276,name:AG-013,AG-013,
Drug,3277,name:Chlorhexidine,Chlorhexidine,DB00878
Drug,3278,name:Diphenhydramine,Diphenhydramine,DB01075
Drug,3279,name:Hebervis,Hebervis,
Drug,3280,name:Lactermin,Lactermin,
Drug,3281,name:Palifermin,Palifermin,DB00039
Formulation,0,Panchathikthaka Ghrita,Panchathikthaka Ghrita,
Formulation,1,Sapthachadadi Kashayam,Sapthachadadi Kashayam,
Gene,0,12,12,
Gene,1,2610318N02Rikl,2610318N02Rikl,
Gene,2,6430548M08Rikl,6430548M08Rikl,
Gene,3,9,9,
Gene,4,A1BG,A1BG,
Gene,5,A1CF,A1CF,
Gene,6,A2M,A2M,
Gene,7,A2ML1,A2ML1,
Gene,8,A3GALT2,A3GALT2,
Gene,9,A4GALT,A4GALT,
Gene,10,AAAS,AAAS,
Gene,11,AACS,AACS,
Gene,12,AADACL2,AADACL2,
Gene,13,AADACL3,AADACL3,
Gene,14,AADACL4,AADACL4,
Gene,15,AADAT,AADAT,
Gene,16,AAGAB,AAGAB,
Gene,17,AAK1,AAK1,
Gene,18,AAMP,AAMP,
Gene,19,AANAT,AANAT,
Gene,20,AARD,AARD,
Gene,21,AARS1,AARS1,
Gene,22,AASDH,AASDH,
Gene,23,AASS,AASS,
Gene,24,AATF,AATF,
Gene,25,AATK,AATK,
Gene,26,ABAT,ABAT,
Gene,27,ABCA1,ABCA1,
Gene,28,ABCA10,ABCA10,
Gene,29,ABCA12,ABCA12,
Gene,30,ABCA2,ABCA2,
Gene,31,ABCA4,ABCA4,
Gene,32,ABCA5,ABCA5,
Gene,33,ABCA6,ABCA6,
Gene,34,ABCA7,ABCA7,
Gene,35,ABCA8,ABCA8,
Gene,36,ABCB1,ABCB1,5243
Gene,37,ABCB10,ABCB10,
Gene,38,ABCB11,ABCB11,
Gene,39,ABCB4,ABCB4,
Gene,40,ABCB6,ABCB6,
Gene,41,ABCB8,ABCB8,
Gene,42,ABCB9,ABCB9,
Gene,43,ABCC1,ABCC1,
Gene,44,ABCC11,ABCC11,
Gene,45,ABCC13,ABCC13,
Gene,46,ABCC2,ABCC2,
Gene,47,ABCC3,ABCC3,
Gene,48,ABCC4,ABCC4,
Gene,49,ABCC5,ABCC5,
Gene,50,ABCC6,ABCC6,
Gene,51,ABCC6P1,ABCC6P1,
Gene,52,ABCC8,ABCC8,
Gene,53,ABCC9,ABCC9,
Gene,54,ABCD2,ABCD2,
Gene,55,ABCD3,ABCD3,
Gene,56,ABCE1,ABCE1,
Gene,57,ABCF1,ABCF1,
Gene,58,ABCF2,ABCF2,
Gene,59,ABCG1,ABCG1,
Gene,60,ABCG2,ABCG2,9429
Gene,61,ABCG4,ABCG4,
Gene,62,ABCG5,ABCG5,
Gene,63,ABCG8,ABCG8,
Gene,64,ABHD11,ABHD11,
Gene,65,ABHD12,ABHD12,
Gene,66,ABHD14A,ABHD14A,
Gene,67,ABHD14B,ABHD14B,
Gene,68,ABHD16A,ABHD16A,
Gene,69,ABHD17A,ABHD17A,
Gene,70,ABHD2,ABHD2,
Gene,71,ABHD3,ABHD3,
Gene,72,ABHD4,ABHD4,
Gene,73,ABHD5,ABHD5,
Gene,74,ABHD6,ABHD6,
Gene,75,ABHD8,ABHD8,
Gene,76,ABI1,ABI1,
Gene,77,ABI3,ABI3,
Gene,78,ABI3BP,ABI3BP,
Gene,79,ABL1,ABL1,
Gene,80,ABL2,ABL2,
Gene,81,ABLIM1,ABLIM1,
Gene,82,ABLIM3,ABLIM3,
Gene,83,ABO,ABO,
Gene,84,ABR,ABR,
Gene,85,ABRACL,ABRACL,
Gene,86,ABRAXAS1,ABRAXAS1,
Gene,87,ABTB2,ABTB2,
Gene,88,ABTB3,ABTB3,
Gene,89,ACAA1,ACAA1,
Gene,90,ACAA2,ACAA2,
Gene,91,ACACA,ACACA,
Gene,92,ACACB,ACACB,
Gene,93,ACAD10,ACAD10,
Gene,94,ACAD11,ACAD11,
Gene,95,ACAD9,ACAD9,
Gene,96,ACADL,ACADL,
Gene,97,ACADM,ACADM,
Gene,98,ACADS,ACADS,
Gene,99,ACADSB,ACADSB,
Gene,100,ACADVL,ACADVL,
Gene,101,ACAN,ACAN,
Gene,102,ACAP2,ACAP2,
Gene,103,ACAP3,ACAP3,
Gene,104,ACAT1,ACAT1,
Gene,105,ACAT2,ACAT2,
Gene,106,ACBD3,ACBD3,
Gene,107,ACBD4,ACBD4,
Gene,108,ACBD6,ACBD6,
Gene,109,ACBD7,ACBD7,
Gene,110,ACD,ACD,
Gene,111,ACE,ACE,
Gene,112,ACE2,ACE2,
Gene,113,ACER3,ACER3,
Gene,114,ACHE,ACHE,
Gene,115,ACIN1,ACIN1,
Gene,116,ACKR1,ACKR1,
Gene,117,ACKR2,ACKR2,
Gene,118,ACKR3,ACKR3,
Gene,119,ACLY,ACLY,
Gene,120,ACMSD,ACMSD,
Gene,121,ACNATP,ACNATP,
Gene,122,ACO1,ACO1,
Gene,123,ACO2,ACO2,
Gene,124,ACOD1,ACOD1,
Gene,125,ACOT1,ACOT1,
Gene,126,ACOT11,ACOT11,
Gene,127,ACOT12,ACOT12,
Gene,128,ACOT13,ACOT13,
Gene,129,ACOT2,ACOT2,
Gene,130,ACOT4,ACOT4,
Gene,131,ACOT6,ACOT6,
Gene,132,ACOT7,ACOT7,
Gene,133,ACOT8,ACOT8,
Gene,134,ACOT9,ACOT9,
Gene,135,ACOX1,ACOX1,
Gene,136,ACOX2,ACOX2,
Gene,137,ACOX3,ACOX3,
Gene,138,ACOXL,ACOXL,
Gene,139,ACP1,ACP1,
Gene,140,ACP3,ACP3,
Gene,141,ACP5,ACP5,
Gene,142,ACR,ACR,
Gene,143,ACRV1,ACRV1,
Gene,144,ACSBG1,ACSBG1,
Gene,145,ACSBG2,ACSBG2,
Gene,146,ACSF2,ACSF2,
Gene,147,ACSL1,ACSL1,
Gene,148,ACSL3,ACSL3,
Gene,149,ACSL4,ACSL4,
Gene,150,ACSL5,ACSL5,
Gene,151,ACSL6,ACSL6,
Gene,152,ACSM1,ACSM1,
Gene,153,ACSM2A,ACSM2A,
Gene,154,ACSM2B,ACSM2B,
Gene,155,ACSM3,ACSM3,
Gene,156,ACSM4,ACSM4,
Gene,157,ACSM5,ACSM5,
Gene,158,ACSS1,ACSS1,
Gene,159,ACSS2,ACSS2,
Gene,160,ACSS3,ACSS3,
Gene,161,ACTA1,ACTA1,
Gene,162,ACTA2,ACTA2,
Gene,163,ACTB,ACTB,
Gene,164,ACTBL2,ACTBL2,
Gene,165,ACTC1,ACTC1,
Gene,166,ACTG1,ACTG1,
Gene,167,ACTG2,ACTG2,
Gene,168,ACTL10,ACTL10,
Gene,169,ACTL6A,ACTL6A,
Gene,170,ACTN1,ACTN1,
Gene,171,ACTN2,ACTN2,
Gene,172,ACTN3,ACTN3,
Gene,173,ACTN4,ACTN4,
Gene,174,ACTR1A,ACTR1A,
Gene,175,ACTR1B,ACTR1B,
Gene,176,ACTR2,ACTR2,
Gene,177,ACTR3,ACTR3,
Gene,178,ACTR6,ACTR6,
Gene,179,ACTR8,ACTR8,
Gene,180,ACTRT3,ACTRT3,
Gene,181,ACVR1,ACVR1,
Gene,182,ACVR2A,ACVR2A,
Gene,183,ACY1,ACY1,
Gene,184,ACYP1,ACYP1,
Gene,185,ACYP2,ACYP2,
Gene,186,ADA,ADA,
Gene,187,ADAD2,ADAD2,
Gene,188,ADAL,ADAL,
Gene,189,ADAM10,ADAM10,
Gene,190,ADAM12,ADAM12,
Gene,191,ADAM15,ADAM15,
Gene,192,ADAM17,ADAM17,
Gene,193,ADAM18,ADAM18,
Gene,194,ADAM19,ADAM19,
Gene,195,ADAM1A,ADAM1A,
Gene,196,ADAM32,ADAM32,
Gene,197,ADAM33,ADAM33,
Gene,198,ADAM7,ADAM7,
Gene,199,ADAM8,ADAM8,
Gene,200,ADAM9,ADAM9,
Gene,201,ADAMDEC1,ADAMDEC1,
Gene,202,ADAMTS1,ADAMTS1,
Gene,203,ADAMTS15,ADAMTS15,
Gene,204,ADAMTS17,ADAMTS17,
Gene,205,ADAMTS19,ADAMTS19,
Gene,206,ADAMTS2,ADAMTS2,
Gene,207,ADAMTS3,ADAMTS3,
Gene,208,ADAMTS4,ADAMTS4,
Gene,209,ADAMTS5,ADAMTS5,
Gene,210,ADAMTS6,ADAMTS6,
Gene,211,ADAMTS7,ADAMTS7,
Gene,212,ADAMTS9,ADAMTS9,
Gene,213,ADAMTSL3,ADAMTSL3,
Gene,214,ADAMTSL4,ADAMTSL4,
Gene,215,ADAP1,ADAP1,
Gene,216,ADAP2,ADAP2,
Gene,217,ADAR,ADAR,
Gene,218,ADARB1,ADARB1,
Gene,219,ADARB2,ADARB2,
Gene,220,ADAT3,ADAT3,
Gene,221,ADCK1,ADCK1,
Gene,222,ADCK5,ADCK5,
Gene,223,ADCY1,ADCY1,
Gene,224,ADCY10,ADCY10,
Gene,225,ADCY2,ADCY2,
Gene,226,ADCY3,ADCY3,
Gene,227,ADCY4,ADCY4,
Gene,228,ADCY5,ADCY5,
Gene,229,ADCY6,ADCY6,
Gene,230,ADCY7,ADCY7,
Gene,231,ADCY8,ADCY8,
Gene,232,ADCY9,ADCY9,
Gene,233,ADCYAP1,ADCYAP1,
Gene,234,ADCYAP1R1,ADCYAP1R1,
Gene,235,ADD1,ADD1,
Gene,236,ADD2,ADD2,
Gene,237,ADD3,ADD3,
Gene,238,ADGRA1,ADGRA1,
Gene,239,ADGRA3,ADGRA3,
Gene,240,ADGRB1,ADGRB1,
Gene,241,ADGRB2,ADGRB2,
Gene,242,ADGRD1,ADGRD1,
Gene,243,ADGRE1,ADGRE1,
Gene,244,ADGRE2,ADGRE2,
Gene,245,ADGRE5,ADGRE5,
Gene,246,ADGRF1,ADGRF1,
Gene,247,ADGRF4,ADGRF4,
Gene,248,ADGRG1,ADGRG1,
Gene,249,ADGRG2,ADGRG2,
Gene,250,ADGRG3,ADGRG3,
Gene,251,ADGRG4,ADGRG4,
Gene,252,ADGRG6,ADGRG6,
Gene,253,ADGRG7,ADGRG7,
Gene,254,ADGRL1,ADGRL1,
Gene,255,ADGRL2,ADGRL2,
Gene,256,ADGRL3,ADGRL3,
Gene,257,ADGRV1,ADGRV1,
Gene,258,ADH1A,ADH1A,
Gene,259,ADH1B,ADH1B,
Gene,260,ADH1C,ADH1C,
Gene,261,ADH4,ADH4,
Gene,262,ADH5,ADH5,
Gene,263,ADH6,ADH6,
Gene,264,ADH7,ADH7,
Gene,265,ADHFE1,ADHFE1,
Gene,266,ADI1,ADI1,
Gene,267,ADIPOQ,ADIPOQ,
Gene,268,ADIPOR1,ADIPOR1,
Gene,269,ADIPOR2,ADIPOR2,
Gene,270,ADIRF,ADIRF,
Gene,271,ADISSP,ADISSP,
Gene,272,ADK,ADK,
Gene,273,ADM,ADM,
Gene,274,ADM2,ADM2,
Gene,275,ADNP,ADNP,
Gene,276,ADNP2,ADNP2,
Gene,277,ADO,ADO,
Gene,278,ADORA1,ADORA1,
Gene,279,ADORA2A,ADORA2A,
Gene,280,ADORA2B,ADORA2B,
Gene,281,ADORA3,ADORA3,
Gene,282,ADPGK,ADPGK,
Gene,283,ADPRM,ADPRM,
Gene,284,ADRA1A,ADRA1A,
Gene,285,ADRA1B,ADRA1B,
Gene,286,ADRA1D,ADRA1D,
Gene,287,ADRA2A,ADRA2A,
Gene,288,ADRA2B,ADRA2B,
Gene,289,ADRA2C,ADRA2C,
Gene,290,ADRB1,ADRB1,
Gene,291,ADRB2,ADRB2,
Gene,292,ADRB3,ADRB3,
Gene,293,ADRM1,ADRM1,
Gene,294,ADSL,ADSL,
Gene,295,ADSS1,ADSS1,
Gene,296,ADTRP,ADTRP,
Gene,297,AEBP1,AEBP1,
Gene,298,AEBP2,AEBP2,
Gene,299,AEN,AEN,
Gene,300,AFAP1,AFAP1,
Gene,301,AFDN,AFDN,
Gene,302,AFDN-DT,AFDN-DT,
Gene,303,AFF1,AFF1,
Gene,304,AFF2,AFF2,
Gene,305,AFF3,AFF3,
Gene,306,AFF4,AFF4,
Gene,307,AFG1L,AFG1L,
Gene,308,AFG2A,AFG2A,
Gene,309,AFG3L2,AFG3L2,
Gene,310,AFM,AFM,
Gene,311,AFMID,AFMID,
Gene,312,AFP,AFP,
Gene,313,AFTPH,AFTPH,
Gene,314,AFUA_2G07680,AFUA_2G07680,
Gene,315,AGA,AGA,
Gene,316,AGAP3,AGAP3,
Gene,317,AGAP4,AGAP4,
Gene,318,AGBL1,AGBL1,
Gene,319,AGBL2,AGBL2,
Gene,320,AGBL4,AGBL4,
Gene,321,AGBL5,AGBL5,
Gene,322,AGBL5-AS1,AGBL5-AS1,
Gene,323,AGER,AGER,
Gene,324,AGFG1,AGFG1,
Gene,325,AGK,AGK,
Gene,326,AGL,AGL,
Gene,327,AGMAT,AGMAT,
Gene,328,AGMO,AGMO,
Gene,329,AGO1,AGO1,
Gene,330,AGO2,AGO2,
Gene,331,AGO4,AGO4,
Gene,332,AGPAT1,AGPAT1,
Gene,333,AGPAT2,AGPAT2,
Gene,334,AGPAT3,AGPAT3,
Gene,335,AGPAT5,AGPAT5,
Gene,336,AGPS,AGPS,
Gene,337,AGR2,AGR2,
Gene,338,AGRN,AGRN,
Gene,339,AGRP,AGRP,
Gene,340,AGT,AGT,183
Gene,341,AGTPBP1,AGTPBP1,
Gene,342,AGTR1,AGTR1,
Gene,343,AGTR2,AGTR2,
Gene,344,AGTRAP,AGTRAP,
Gene,345,AGXT,AGXT,
Gene,346,AGXT2,AGXT2,
Gene,347,AHCTF1,AHCTF1,
Gene,348,AHCY,AHCY,
Gene,349,AHCYL1,AHCYL1,
Gene,350,AHCYL2,AHCYL2,
Gene,351,AHDC1,AHDC1,
Gene,352,AHI1,AHI1,
Gene,353,AHNAK,AHNAK,
Gene,354,AHNAK2,AHNAK2,
Gene,355,AHR,AHR,
Gene,356,AHRR,AHRR,
Gene,357,AHSA1,AHSA1,
Gene,358,AHSG,AHSG,
Gene,359,AHSP,AHSP,
Gene,360,AICDA,AICDA,
Gene,361,AIF1,AIF1,
Gene,362,AIF1L,AIF1L,
Gene,363,AIFM1,AIFM1,
Gene,364,AIFM2,AIFM2,
Gene,365,AIFM3,AIFM3,
Gene,366,AIG1,AIG1,
Gene,367,AIM2,AIM2,
Gene,368,AIMP1,AIMP1,
Gene,369,AIMP2,AIMP2,
Gene,370,AIP,AIP,
Gene,371,AIR,AIR,
Gene,372,AIRE,AIRE,
Gene,373,AIRIM,AIRIM,
Gene,374,AIRN,AIRN,
Gene,375,AJAP1,AJAP1,
Gene,376,AJUBA,AJUBA,
Gene,377,AK1,AK1,
Gene,378,AK2,AK2,
Gene,379,AK3,AK3,
Gene,380,AK4,AK4,
Gene,381,AK5,AK5,
Gene,382,AKAP1,AKAP1,
Gene,383,AKAP11,AKAP11,
Gene,384,AKAP12,AKAP12,
Gene,385,AKAP13,AKAP13,
Gene,386,AKAP17A,AKAP17A,
Gene,387,AKAP5,AKAP5,
Gene,388,AKAP6,AKAP6,
Gene,389,AKAP7,AKAP7,
Gene,390,AKAP8,AKAP8,
Gene,391,AKAP8L,AKAP8L,
Gene,392,AKIP1,AKIP1,
Gene,393,AKIRIN1,AKIRIN1,
Gene,394,AKIRIN2,AKIRIN2,
Gene,395,AKR1A1,AKR1A1,
Gene,396,AKR1B1,AKR1B1,
Gene,397,AKR1B10,AKR1B10,
Gene,398,AKR1B15,AKR1B15,
Gene,399,AKR1C1,AKR1C1,
Gene,400,AKR1C2,AKR1C2,
Gene,401,AKR1C3,AKR1C3,
Gene,402,AKR1C3l1,AKR1C3l1,
Gene,403,AKR1C4,AKR1C4,
Gene,404,AKR1C6P,AKR1C6P,
Gene,405,AKR1D1,AKR1D1,
Gene,406,AKR1E2,AKR1E2,
Gene,407,AKR7A2,AKR7A2,
Gene,408,AKR7A3,AKR7A3,
Gene,409,AKR7L,AKR7L,
Gene,410,AKT1,AKT1,
Gene,411,AKT1S1,AKT1S1,
Gene,412,AKT2,AKT2,
Gene,413,AKT3,AKT3,
Gene,414,AKTIP,AKTIP,
Gene,415,ALAD,ALAD,
Gene,416,ALAS1,ALAS1,
Gene,417,ALAS2,ALAS2,
Gene,418,ALB,ALB,213
Gene,419,ALCAM,ALCAM,
Gene,420,ALDH16A1,ALDH16A1,
Gene,421,ALDH18A1,ALDH18A1,
Gene,422,ALDH1A1,ALDH1A1,
Gene,423,ALDH1A2,ALDH1A2,
Gene,424,ALDH1A3,ALDH1A3,
Gene,425,ALDH1B1,ALDH1B1,
Gene,426,ALDH1L1,ALDH1L1,
Gene,427,ALDH1L2,ALDH1L2,
Gene,428,ALDH2,ALDH2,
Gene,429,ALDH3A1,ALDH3A1,
Gene,430,ALDH3A2,ALDH3A2,
Gene,431,ALDH3B1,ALDH3B1,
Gene,432,ALDH4A1,ALDH4A1,
Gene,433,ALDH5A1,ALDH5A1,
Gene,434,ALDH6A1,ALDH6A1,
Gene,435,ALDH7A1,ALDH7A1,
Gene,436,ALDH8A1,ALDH8A1,
Gene,437,ALDH9A1,ALDH9A1,
Gene,438,ALDOA,ALDOA,
Gene,439,ALDOB,ALDOB,
Gene,440,ALDOC,ALDOC,
Gene,441,ALG1,ALG1,
Gene,442,ALG10,ALG10,
Gene,443,ALG11,ALG11,
Gene,444,ALG13,ALG13,
Gene,445,ALG14,ALG14,
Gene,446,ALG2,ALG2,
Gene,447,ALG3,ALG3,
Gene,448,ALG6,ALG6,
Gene,449,ALG8,ALG8,
Gene,450,ALG9,ALG9,
Gene,451,ALK,ALK,
Gene,452,ALKAL2,ALKAL2,
Gene,453,ALKBH1,ALKBH1,
Gene,454,ALKBH2,ALKBH2,
Gene,455,ALKBH3,ALKBH3,
Gene,456,ALKBH4,ALKBH4,
Gene,457,ALKBH5,ALKBH5,
Gene,458,ALKBH6,ALKBH6,
Gene,459,ALKBH7,ALKBH7,
Gene,460,ALKBH8,ALKBH8,
Gene,461,ALLC,ALLC,
Gene,462,ALMS1,ALMS1,
Gene,463,ALOX12,ALOX12,
Gene,464,ALOX15,ALOX15,
Gene,465,ALOX15B,ALOX15B,
Gene,466,ALOX5,ALOX5,
Gene,467,ALOX5AP,ALOX5AP,
Gene,468,ALOXE3,ALOXE3,
Gene,469,ALPG,ALPG,
Gene,470,ALPI,ALPI,
Gene,471,ALPK1,ALPK1,
Gene,472,ALPK2,ALPK2,
Gene,473,ALPK3,ALPK3,
Gene,474,ALPL,ALPL,
Gene,475,ALPP,ALPP,
Gene,476,ALS2,ALS2,
Gene,477,ALX1,ALX1,
Gene,478,ALX3,ALX3,
Gene,479,ALX4,ALX4,
Gene,480,ALYREF,ALYREF,
Gene,481,AMACR,AMACR,
Gene,482,AMBP,AMBP,
Gene,483,AMBRA1,AMBRA1,
Gene,484,AMD1,AMD1,
Gene,485,AMDHD1,AMDHD1,
Gene,486,AMDHD2,AMDHD2,
Gene,487,AMER2,AMER2,
Gene,488,AMER3,AMER3,
Gene,489,AMFR,AMFR,
Gene,490,AMH,AMH,
Gene,491,AMHR2,AMHR2,
Gene,492,AMIGO2,AMIGO2,
Gene,493,AMMECR1,AMMECR1,
Gene,494,AMMECR1L,AMMECR1L,
Gene,495,AMN1,AMN1,
Gene,496,AMOTL1,AMOTL1,
Gene,497,AMOTL2,AMOTL2,
Gene,498,AMPD1,AMPD1,
Gene,499,AMPD2,AMPD2,
Gene,500,AMPD3,AMPD3,
Gene,501,AMPH,AMPH,
Gene,502,AMT,AMT,
Gene,503,AMY1A,AMY1A,
Gene,504,AMY1B,AMY1B,
Gene,505,AMY1C,AMY1C,
Gene,506,AMY2A,AMY2A,
Gene,507,AMY2B,AMY2B,
Gene,508,AMZ2,AMZ2,
Gene,509,AMZ2P1,AMZ2P1,
Gene,510,ANAPC1,ANAPC1,
Gene,511,ANAPC10,ANAPC10,
Gene,512,ANAPC11,ANAPC11,
Gene,513,ANAPC15,ANAPC15,
Gene,514,ANAPC16,ANAPC16,
Gene,515,ANAPC2,ANAPC2,
Gene,516,ANAPC4,ANAPC4,
Gene,517,ANAPC5,ANAPC5,
Gene,518,ANG,ANG,
Gene,519,ANGPT1,ANGPT1,
Gene,520,ANGPT2,ANGPT2,
Gene,521,ANGPTL1,ANGPTL1,
Gene,522,ANGPTL2,ANGPTL2,
Gene,523,ANGPTL3,ANGPTL3,
Gene,524,ANGPTL4,ANGPTL4,
Gene,525,ANGPTL8,ANGPTL8,
Gene,526,ANK1,ANK1,
Gene,527,ANK2,ANK2,
Gene,528,ANK3,ANK3,
Gene,529,ANKAR,ANKAR,
Gene,530,ANKEF1,ANKEF1,
Gene,531,ANKFY1,ANKFY1,
Gene,532,ANKH,ANKH,
Gene,533,ANKHD1,ANKHD1,
Gene,534,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,
Gene,535,ANKIB1,ANKIB1,
Gene,536,ANKK1,ANKK1,
Gene,537,ANKMY1,ANKMY1,
Gene,538,ANKMY2,ANKMY2,
Gene,539,ANKRA2,ANKRA2,
Gene,540,ANKRD1,ANKRD1,
Gene,541,ANKRD10,ANKRD10,
Gene,542,ANKRD11,ANKRD11,
Gene,543,ANKRD12,ANKRD12,
Gene,544,ANKRD13A,ANKRD13A,
Gene,545,ANKRD13C,ANKRD13C,
Gene,546,ANKRD13C-DT,ANKRD13C-DT,
Gene,547,ANKRD13D,ANKRD13D,
Gene,548,ANKRD16,ANKRD16,
Gene,549,ANKRD17,ANKRD17,
Gene,550,ANKRD2,ANKRD2,
Gene,551,ANKRD20A20P,ANKRD20A20P,
Gene,552,ANKRD24,ANKRD24,
Gene,553,ANKRD26,ANKRD26,
Gene,554,ANKRD28,ANKRD28,
Gene,555,ANKRD29,ANKRD29,
Gene,556,ANKRD30A,ANKRD30A,
Gene,557,ANKRD35,ANKRD35,
Gene,558,ANKRD36,ANKRD36,
Gene,559,ANKRD36B,ANKRD36B,
Gene,560,ANKRD37,ANKRD37,
Gene,561,ANKRD39,ANKRD39,
Gene,562,ANKRD42,ANKRD42,
Gene,563,ANKRD46,ANKRD46,
Gene,564,ANKRD49,ANKRD49,
Gene,565,ANKRD53,ANKRD53,
Gene,566,ANKRD54,ANKRD54,
