Disease,Disease_id,Gene,Gene_id,Score_gda,Association_Type, Type,Original_DB,Sentence,PMID,PMID_Year
Stomatitis,C0038362,DPYD,1806,0.03,GeneticVariation,,BEFREE,"It was lower <span class=""gene"" id=""28278081-7-13-16"">DPD</span> activity that responsible for the relatively higher incidence of bone marrow hypocellular, diarrhea, and <span class=""disease"" id=""28278081-7-122-136"">oral mucositis</span> in the C&lt;sub&gt;SN-38 1.5 h&lt;/sub&gt; &gt; 50.24 ng/ml and C&lt;sub&gt;SN-38 49 h&lt;/sub&gt; &gt; 15.25 ng/ml subsets.",28278081,2017
Stomatitis,C0038362,H2AX,3014,0.01,Biomarker,,BEFREE,"The correlation between residual DSBs and the severity of acute reactions demonstrated that residual γ-<span class=""gene"" id=""22836053-5-103-107"">H2AX</span> foci in head-and-neck cancer patients increased with the severity of <span class=""disease"" id=""22836053-5-177-191"">oral mucositis</span> and skin reaction.",22836053,2012
Stomatitis,C0038362,MTOR,2475,0.06,Biomarker,,BEFREE,"A common class-specific toxicity of <span class=""gene"" id=""29547614-1-36-65"">mammalian target of rapamycin</span> (<span class=""gene"" id=""29547614-1-67-71"">mTOR</span>) inhibitors is <span class=""disease"" id=""29547614-1-87-97"">stomatitis</span>.",29547614,2018
Stomatitis,C0038362,PLG,5340,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,SCT,6343,0.01,Biomarker,,BEFREE,"The efficacy of erythropoietin mouthwash in prevention of <span class=""disease"" id=""26310513-0-58-72"">oral mucositis</span> in patients undergoing autologous hematopoietic <span class=""gene"" id=""26310513-0-121-124"">SCT</span>: a double-blind, randomized, placebo-controlled trial.",26310513,2017
Stomatitis,C0038362,SPNS1,83985,0.01,Biomarker,,BEFREE,"These studies used several classifications for <span class=""disease"" id=""31092370-6-47-49"">OM</span> (RTOG/EORTC, WHO, NCI-CTC) and pain (<span class=""gene"" id=""31092370-6-87-90"">NRS</span>, VAS and modified VAS).",31092370,2019
Stomatitis,C0038362,HRAS,3265,0.01,Biomarker,,BEFREE,"Five subjects reported potential adverse side effects; in the RAPA group, these were limited to facial <span class=""gene"" id=""29408453-10-103-110"">rash (1</span> subject), stomatitis (1 subject) and gastrointestinal issues (2 subjects) whereas placebo treated subjects only reported <span class=""disease"" id=""29408453-10-232-242"">stomatitis</span> (1 subject).",29408453,2018
Stomatitis,C0038362,PIK3CA,5290,0.01,GeneticVariation,,BEFREE,"The highest class-specific risks were neutropenia grade 3-4 for CDK4/6 inhibitors (OR 40.77; 95% CI 19.52-85.19), <span class=""disease"" id=""29108713-7-114-124"">stomatitis</span> grade 3-4 for mTOR inhibitors (OR 11.92; 95% CI 3.68-38.57), hyperglycemia grade 3-4 for <span class=""gene"" id=""29108713-7-214-218"">PI3K</span> inhibitors (OR 40.93; 95% CI 10.08-166.22) and diarrhea for anti-HER2 agents (OR 9.93; 95% CI 4.71-20.95).",29108713,2018
Stomatitis,C0038362,UGT1A1,54658,0.01,GeneticVariation,,BEFREE,"Here we show that patients bearing &lt;i&gt;DPYD&lt;/i&gt; c.1905+1G/A and c.2846A/T genotypes, together with <span class=""gene"" id=""29487697-3-98-104"">UGT1A1</span>*28 variant carriers, have an increased risk of experiencing clinically relevant toxicities, including hematological AEs and <span class=""disease"" id=""29487697-3-229-239"">stomatitis</span>.",29487697,2018
Stomatitis,C0038362,CXCL8,3576,0.01,Biomarker,,BEFREE,"All non-interventional patients (controls) who developed grade 2 or higher <span class=""disease"" id=""28664388-8-75-77"">OM</span> induced an increase of <span class=""gene"" id=""28664388-8-101-106"">CXCL8</span> in saliva (n = 14) on D+7.",28664388,2017
Stomatitis,C0038362,XRCC1,7515,0.34,GeneticVariation,,BEFREE,"In addition, genetic linkage disequilibrium existed in <span class=""gene"" id=""24594932-7-55-60"">XRCC1</span> polymorphisms for &gt;grade 2 <span class=""disease"" id=""24594932-7-88-102"">oral mucositis</span> and skin reaction indicating the complex inheritance pattern.",24594932,2014
Stomatitis,C0038362,MTOR,2475,0.06,GeneticVariation,,BEFREE,"Regarding safety, compared with patients who did not receive <span class=""gene"" id=""30760308-9-61-65"">mTOR</span> inhibitors, those who did had a higher risk of suffering <span class=""disease"" id=""30760308-9-123-133"">stomatitis</span> (RR = 3.20, 95% CI = 1.49,6.86, P = 0.003).",30760308,2019
Stomatitis,C0038362,H3P10,115482713,0.01,GeneticVariation,,BEFREE,"Across <span class=""gene"" id=""31450171-6-7-10"">p16</span> status and smoking history subgroups, the most common treatment-related adverse events (AEs) were diarrhea (70-91%), rash/acne (72-84%), <span class=""disease"" id=""31450171-6-148-158"">stomatitis</span> (34-73%) with afatinib; and included <span class=""disease"" id=""31450171-6-196-206"">stomatitis</span> (39-100%), fatigue (22-50%), nausea (19-36%) with methotrexate.",31450171,2019
Stomatitis,C0038362,ABCB1,5243,0.03,GeneticVariation,,BEFREE,"<span class=""disease"" id=""23244145-5-0-14"">Oral mucositis</span> were detected in 78.7% (n=37) of the patients and significantly related to the <span class=""gene"" id=""23244145-5-94-99"">MDR-1</span> CT genotype (p=0.042), as confirmed by logistic regression analysis.",23244145,2012
Stomatitis,C0038362,PERCC1,105371045,0.01,Biomarker,,BEFREE,"We describe <span class=""disease"" id=""29277788-2-12-14"">OM</span> in <span class=""gene"" id=""29277788-2-18-21"">ICR</span> mice induced using 5-fluorouracil (5-FU) and 20% acetic acid.",29277788,2018
Stomatitis,C0038362,MTOR,2475,0.06,Biomarker,,BEFREE,"Prophylactic use of steroid mouth rinse provides a cost-effective option that substantially decreases the incidence and severity of <span class=""gene"" id=""30833486-16-132-161"">mammalian target of rapamycin</span> (<span class=""gene"" id=""30833486-16-163-167"">mTOR</span>) inhibitor-associated <span class=""disease"" id=""30833486-16-190-200"">stomatitis</span> and related oral AEs as well as the need for dose modification in MBC patients undergoing treatment with an <span class=""gene"" id=""30833486-16-309-313"">mTOR</span> inhibitor.",30833486,2019
Stomatitis,C0038362,ORAI1,84876,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,WDR1,9948,0.01,GeneticVariation,,BEFREE,"Here we identified novel homozygous and compound heterozygous <span class=""gene"" id=""29751004-5-62-66"">WDR1</span> missense mutations in 6 patients belonging to 3 kindreds who presented with respiratory tract infections, skin ulceration, and <span class=""disease"" id=""29751004-5-194-204"">stomatitis</span>.",29751004,2018
Stomatitis,C0038362,PIK3CD,5293,0.01,GeneticVariation,,BEFREE,"The highest class-specific risks were neutropenia grade 3-4 for CDK4/6 inhibitors (OR 40.77; 95% CI 19.52-85.19), <span class=""disease"" id=""29108713-7-114-124"">stomatitis</span> grade 3-4 for mTOR inhibitors (OR 11.92; 95% CI 3.68-38.57), hyperglycemia grade 3-4 for <span class=""gene"" id=""29108713-7-214-218"">PI3K</span> inhibitors (OR 40.93; 95% CI 10.08-166.22) and diarrhea for anti-HER2 agents (OR 9.93; 95% CI 4.71-20.95).",29108713,2018
Stomatitis,C0038362,STAT3,6774,0.11,GeneticVariation,,BEFREE,"In conclusion, <span class=""gene"" id=""28381801-9-15-20"">STAT3</span> polymorphism may be a novel risk factor for sunitinib-induced <span class=""disease"" id=""28381801-9-83-93"">stomatitis</span> in patients with mRCC.",28381801,2017
Stomatitis,C0038362,NARS1,4677,0.01,Biomarker,,BEFREE,"These studies used several classifications for <span class=""disease"" id=""31092370-6-47-49"">OM</span> (RTOG/EORTC, WHO, NCI-CTC) and pain (<span class=""gene"" id=""31092370-6-87-90"">NRS</span>, VAS and modified VAS).",31092370,2019
Stomatitis,C0038362,TNF,7124,0.07,AlteredExpression,,BEFREE,"Compared with blank or vehicle-treated hamsters, the irradiated mucosa treated with phenylbutyrate had significantly lower oxidative stress and <span class=""gene"" id=""19351790-8-144-171"">tumor necrosis factor-alpha</span> expression and less severe <span class=""disease"" id=""19351790-8-199-213"">oral mucositis</span> of a shorter duration.",19351790,2009
Stomatitis,C0038362,ALB,213,0.03,Biomarker,,BEFREE,"Type of treatment protocol, baseline estimated glomerular filtration rate, and melphalan dose along with baseline <span class=""gene"" id=""25218607-8-114-127"">serum albumin</span> and female gender predicted 43.6 % of grades 2-4 <span class=""disease"" id=""25218607-8-177-179"">OM</span> cases.",25218607,2015
Stomatitis,C0038362,CDAN1,146059,0.02,Biomarker,,BEFREE,"One <span class=""gene"" id=""28973403-4-4-7"">DLT</span> occurred (Grade 3 decreased appetite and <span class=""disease"" id=""28973403-4-49-59"">stomatitis</span> [Part 2]).",28973403,2017
Stomatitis,C0038362,TNFRSF1A,7132,0.01,GeneticVariation,,BEFREE,"Proinflammatory cytokines (including TNF-α) play a key role in the development of <span class=""disease"" id=""28401452-4-82-84"">OM</span>.Genetic alterations, i.e. single nucleotide polymorphisms (SNPs) within genes encoding for receptors for TNF (ie.<span class=""gene"" id=""28401452-4-198-206"">TNFRSF1A</span>) may change their function.",28401452,2018
Stomatitis,C0038362,TNF,7124,0.07,GeneticVariation,,BEFREE,"Similarly, the frequency of the IL-1beta-511 TC and TT genotypes and the frequency of the <span class=""gene"" id=""16820919-7-90-93"">TNF</span>-alpha-1031 TT genotype were significantly higher in patients with grades 1-4 thrombocytopenia (P=0.015; Cr-OR=2.9) and <span class=""disease"" id=""16820919-7-213-223"">stomatitis</span> (P=0.02; Cr-OR=3.1), respectively.",16820919,2006
Stomatitis,C0038362,TFF3,7033,0.01,Biomarker,,BEFREE,"Phase II, randomized, double-blind, placebo-controlled study of recombinant human <span class=""gene"" id=""19636011-0-82-107"">intestinal trefoil factor</span> oral spray for prevention of <span class=""disease"" id=""19636011-0-137-151"">oral mucositis</span> in patients with colorectal cancer who are receiving fluorouracil-based chemotherapy.",19636011,2009
Stomatitis,C0038362,SERP1,27230,0.01,Biomarker,,BEFREE,"The aim of this study was to report the first draft genome sequence of an Enterobacter cloacae isolate (<span class=""gene"" id=""30448520-3-104-109"">SERP1</span>) recovered from a snake with infectious <span class=""disease"" id=""30448520-3-150-160"">stomatitis</span>.",30448520,2018
Stomatitis,C0038362,NUMA1,4926,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,CSF3,1440,0.31,Biomarker,,BEFREE,"The effects of recombinant human <span class=""gene"" id=""28791814-0-33-70"">granulocyte colony-stimulating factor</span> mouthwash on radiotherapy-induced <span class=""disease"" id=""28791814-0-105-119"">oral mucositis</span> in locally advanced nasopharyngeal carcinoma patients.",28791814,2017
Stomatitis,C0038362,MTX1,4580,0.01,Biomarker,,BEFREE,"Even though future studies are necessary, higher cumulative Leucovorin doses and early initiation of Leucovorin after start of <span class=""gene"" id=""31323533-8-127-130"">MTX</span> seem to reduce <span class=""disease"" id=""31323533-8-146-160"">oral mucositis</span>.",31323533,2019
Stomatitis,C0038362,HMGB1,3146,0.01,Biomarker,,BEFREE,"In conclusion, our findings suggest that <span class=""gene"" id=""30647411-8-41-46"">HMGB1</span> plays a key role in the pathogenesis of <span class=""disease"" id=""30647411-8-87-89"">OM</span>; therefore, blockade of <span class=""gene"" id=""30647411-8-114-119"">HMGB1</span> by NecroX-7 may be a novel therapeutic strategy for <span class=""disease"" id=""30647411-8-172-174"">OM</span>.",30647411,2019
Stomatitis,C0038362,XRCC6,2547,0.01,GeneticVariation,,BEFREE,"Our study suggests that the <span class=""gene"" id=""24350917-13-28-32"">Ku70</span> c.1781G&gt; T polymorphism may be a susceptibility factor for radiation-induced <span class=""disease"" id=""24350917-13-110-124"">oral mucositis</span> in Chinese nasopharyngeal carcinoma patients.",24350917,2014
Stomatitis,C0038362,HLA-DQA1,3117,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,TBL1XR1,79718,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,CSF3,1440,0.31,Biomarker,,CTD_human,Alternating dose-dense chemotherapy in patients with high volume disseminated non-seminomatous germ cell tumours.,12085204,2002
Stomatitis,C0038362,DPYD,1806,0.03,AlteredExpression,,BEFREE,"The incidence of bone marrow suppression, diarrhea, and <span class=""disease"" id=""25388847-8-56-70"">oral mucositis</span> was high in patients with low <span class=""gene"" id=""25388847-8-101-104"">DPD</span> mRNA expression.",25388847,2015
Stomatitis,C0038362,TNF,7124,0.07,Biomarker,,BEFREE,"<span class=""gene"" id=""27392760-5-0-21"">Tumor necrosis factor</span> (<span class=""gene"" id=""27392760-5-23-26"">TNF</span>) antagonists achieved complete response for pyoderma gangrenosum in 21%-25% of patients in interventional studies and in 92%-100% patients in non-interventional studies, with similar results for other cutaneous manifestations such as erythema nodosum or <span class=""disease"" id=""27392760-5-281-291"">stomatitis</span>.",27392760,2017
Stomatitis,C0038362,MTOR,2475,0.06,Biomarker,,BEFREE,"Oral mucosal toxicities described in this review include <span class=""gene"" id=""28224235-5-57-61"">mTOR</span> inhibitor-associated stomatitis (mIAS); <span class=""disease"" id=""28224235-5-102-112"">stomatitis</span>, benign migratory glossitis, and osteonecrosis of the jaw associated with multi-targeted kinase inhibitors of the VEGF and PDGF receptors; mucositis induced by EGFR inhibitors (in monotherapy or in combination with head and neck radiotherapy and/or chemotherapy); hyperkeratotic lesions with BRAF inhibitors; pigmentary changes and lichenoid reactions secondary to imatinib; and more recent data on the ""Osler-Weber-Rendu-like syndrome"" described with the antibody-drug conjugate, TDM-1.",28224235,2017
Stomatitis,C0038362,TNF,7124,0.07,AlteredExpression,,BEFREE,"Patients with HSV infection, OC, and <span class=""disease"" id=""28403570-9-37-39"">OM</span> showed higher salivary <span class=""gene"" id=""28403570-9-63-66"">TNF</span> levels during follow-up (HR: 3.52, 95% CI: 1.35-9.14, p = 0.010).",28403570,2017
Stomatitis,C0038362,ITK,3702,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,EGFR,1956,0.01,GeneticVariation,,BEFREE,"Although <span class=""gene"" id=""28464435-2-9-13"">EGFR</span> TKIs are commonly associated with skin-related (rash, xerosis and paronychia) and gastrointestinal-related (diarrhea and <span class=""disease"" id=""28464435-2-135-145"">stomatitis</span>) adverse events (AEs), these effects are usually mild.",28464435,2018
Stomatitis,C0038362,HYOU1,10525,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,TYMS,7298,0.02,GeneticVariation,,BEFREE,"MTX AUC0-48h was a significant predictor of overall toxic adverse events during MTX courses (<span class=""disease"" id=""23652803-7-93-96"">R(2</span>) = 0.043; P &lt; .001), whereas the <span class=""gene"" id=""23652803-7-130-150"">thymidylate synthase</span> <span class=""variant"" dbSNP=""rs34743033"" genes_norm=""10599;4524;7298"">rs34743033</span> tandem repeat polymorphism was predictive of <span class=""disease"" id=""23652803-7-207-217"">stomatitis</span> (<span class=""disease"" id=""23652803-7-219-222"">R(2</span>) = 0.018; P = .009), a frequent side effect of high-dose MTX.",23652803,2013
Stomatitis,C0038362,CDK4,1019,0.02,GeneticVariation,,BEFREE,"<span class=""gene"" id=""28699811-10-0-4"">CDK4</span>/6 inhibitors were associated with an increased risk of fatigue, alopecia and <span class=""disease"" id=""28699811-10-82-92"">stomatitis</span>.",28699811,2017
Stomatitis,C0038362,PRKAR1A,5573,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,GPT,2875,0.01,GeneticVariation,,BEFREE,"The most common treatment-emergent adverse events were <span class=""disease"" id=""30904980-9-55-65"">stomatitis</span> (68% [Grade 3/4: 20%]), anemia (49% [Grade 3/4: 24%]) and <span class=""gene"" id=""30904980-9-124-148"">alanine aminotransferase</span> increase (41% [Grade 3/4: 4%]).",30904980,2019
Stomatitis,C0038362,IFNA2,3440,0.3,Biomarker,,CTD_human,All-trans retinoic acid in combination with alpha-interferon and dexamethasone for advanced multiple myeloma.,9234591,1997
Stomatitis,C0038362,RNR1,6052,0.01,GeneticVariation,,BEFREE,"Changes in the functioning of nucleotide synthesis pathway (<span class=""gene"" id=""29865035-2-60-64"">RNR1</span>, coded by RRM1 gene) can modulate the efficiency of cellular DNA repair mechanisms and influence the risk of occurrence and severity of <span class=""disease"" id=""29865035-2-201-203"">OM</span> in HNC patients after RTH.",29865035,2018
Stomatitis,C0038362,PIK3CG,5294,0.01,GeneticVariation,,BEFREE,"The highest class-specific risks were neutropenia grade 3-4 for CDK4/6 inhibitors (OR 40.77; 95% CI 19.52-85.19), <span class=""disease"" id=""29108713-7-114-124"">stomatitis</span> grade 3-4 for mTOR inhibitors (OR 11.92; 95% CI 3.68-38.57), hyperglycemia grade 3-4 for <span class=""gene"" id=""29108713-7-214-218"">PI3K</span> inhibitors (OR 40.93; 95% CI 10.08-166.22) and diarrhea for anti-HER2 agents (OR 9.93; 95% CI 4.71-20.95).",29108713,2018
Stomatitis,C0038362,ZAP70,7535,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,CAT,847,0.2,Biomarker,,RGD,Attenuation of endogenous oxidative stress-induced cell death by cytochrome P450 inhibitors in primary cultures of rat hepatocytes.,10569634,1999
Stomatitis,C0038362,CDKN2A,1029,0.01,GeneticVariation,,BEFREE,"Across <span class=""gene"" id=""31450171-6-7-10"">p16</span> status and smoking history subgroups, the most common treatment-related adverse events (AEs) were diarrhea (70-91%), rash/acne (72-84%), <span class=""disease"" id=""31450171-6-148-158"">stomatitis</span> (34-73%) with afatinib; and included <span class=""disease"" id=""31450171-6-196-206"">stomatitis</span> (39-100%), fatigue (22-50%), nausea (19-36%) with methotrexate.",31450171,2019
Stomatitis,C0038362,IL1A,3552,0.02,GeneticVariation,,LHGDN,Relationship between periodontal findings and specific polymorphisms of interleukin-1alpha and -1beta in Turkish patients with Behçet's disease.,17960403,2008
Stomatitis,C0038362,ESR1,2099,0.01,Biomarker,,BEFREE,"Oral Care Evaluation to Prevent <span class=""disease"" id=""31594912-0-32-46"">Oral Mucositis</span> in <span class=""gene"" id=""31594912-0-50-67"">Estrogen Receptor</span>-Positive Metastatic Breast Cancer Patients Treated with Everolimus (Oral Care-BC): A Randomized Controlled Phase III Trial.",31594912,2019
Stomatitis,C0038362,NPM1,4869,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,HLA-DQB1,3119,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,EGF,1950,0.02,Biomarker,,BEFREE,"Effects of Glycine on Collagen, PDGF, and <span class=""gene"" id=""30322002-0-42-45"">EGF</span> Expression in Model of <span class=""disease"" id=""30322002-0-69-83"">Oral Mucositis</span>.",30322002,2018
Stomatitis,C0038362,LMBRD1,55788,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,FGF7,2252,0.06,Biomarker,,BEFREE,"<span class=""gene"" id=""15327889-7-0-3"">KGF</span> is currently being evaluated in clinical trials to test its ability to ameliorate severe <span class=""disease"" id=""15327889-7-93-107"">oral mucositis</span> (<span class=""disease"" id=""15327889-7-109-111"">OM</span>) that results from cancer chemoradiotherapy.",15327889,2004
Stomatitis,C0038362,SIRT1,23411,0.01,Biomarker,,BEFREE,"Inhibition of <span class=""gene"" id=""31497199-0-14-19"">SIRT1</span> promotes taste bud stem cell survival and mitigates radiation-induced <span class=""disease"" id=""31497199-0-90-104"">oral mucositis</span> in mice.",31497199,2019
Stomatitis,C0038362,RRM1,6240,0.01,GeneticVariation,,BEFREE,"The evaluation of <span class=""gene"" id=""29865035-8-18-22"">RRM1</span> gene expression in cfRNA allows for estimation of the risk of severe <span class=""disease"" id=""29865035-8-92-94"">OM</span> in patients subjected to RTH.",29865035,2018
Stomatitis,C0038362,RARA,5914,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,MTOR,2475,0.06,GeneticVariation,,BEFREE,"Of the oral mucosal toxicities observed with targeted therapies, <span class=""disease"" id=""30374901-6-65-79"">oral mucositis</span> is the most frequent with <span class=""gene"" id=""30374901-6-106-135"">mammalian target of rapamycin</span> (<span class=""gene"" id=""30374901-6-137-141"">mTOR</span>) inhibitors, followed by <span class=""disease"" id=""30374901-6-167-177"">stomatitis</span> associated to multikinase angiogenesis and HER inhibitors, geographic tongue, oral hyperkeratotic lesions, lichenoid reactions, and hyperpigmentation.",30374901,2018
Stomatitis,C0038362,PPARG,5468,0.01,Biomarker,,BEFREE,"<span class=""gene"" id=""29155481-0-0-48"">Peroxisome proliferator activated receptor-gamma</span> stimulation for prevention of 5-fluorouracil-induced <span class=""disease"" id=""29155481-0-102-116"">oral mucositis</span> in mice.",29155481,2018
Stomatitis,C0038362,KYNU,8942,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,TAS1R3,83756,0.01,AlteredExpression,,BEFREE,"There was a significant <span class=""negexp"">negative correlation</span> between the perception thresholds of umami or sweet tastes and lingual mRNA levels of <span class=""gene"" id=""26422579-8-131-135"">T1R3</span> in patients with mild/moderate <span class=""disease"" id=""26422579-8-167-177"">stomatitis</span> after chemotherapy.",26422579,2016
Stomatitis,C0038362,RHOH,399,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,TNF,7124,0.07,Biomarker,,BEFREE,"Proinflammatory cytokines (including <span class=""gene"" id=""28401452-4-37-42"">TNF-α</span>) play a key role in the development of <span class=""disease"" id=""28401452-4-82-84"">OM</span>.Genetic alterations, i.e. single nucleotide polymorphisms (SNPs) within genes encoding for receptors for <span class=""gene"" id=""28401452-4-190-193"">TNF</span> (ie.TNFRSF1A) may change their function.",28401452,2018
Stomatitis,C0038362,MTRR,4552,0.01,GeneticVariation,,BEFREE,"A gene-gene interaction between <span class=""gene"" id=""27452984-5-32-36"">MTRR</span> (<span class=""variant"" dbSNP=""rs1801394"" genes_norm=""11252;3704;4524;4552;7172"">rs1801394</span>) and MTHFR (<span class=""variant"" dbSNP=""rs1801133"" genes_norm=""11252;3704;4524;4552;7172"">rs1801133</span>) was detected by GMDR and proved to have an independent effect on the risk of <span class=""disease"" id=""27452984-5-148-158"">stomatitis</span>, as shown by LR analysis.",27452984,2016
Stomatitis,C0038362,MIR1206,100302170,0.01,GeneticVariation,,BEFREE,"Our results replicate the association between <span class=""variant"" dbSNP=""rs2114358"" genes_norm=""100302170;100302225;1233;4850"">rs2114358</span> in <span class=""gene"" id=""28628559-8-59-67"">miR-1206</span> and MTX-induced <span class=""disease"" id=""28628559-8-84-98"">oral mucositis</span> in childhood ALL.",28628559,2017
Stomatitis,C0038362,TNF,7124,0.07,GeneticVariation,,BEFREE,"Single nucleotide polymorphism (SNP) of the <span class=""gene"" id=""31076897-5-44-49"">TNF-α</span> promoter region can potentially affect the function or expression of this cytokine, and thus modulate the risk of occurrence and intensity of <span class=""disease"" id=""31076897-5-192-194"">OM</span> and shortening of overall survival (OS).",31076897,2020
Stomatitis,C0038362,ZBTB16,7704,0.1,Biomarker,,HPO,,,
Stomatitis,C0038362,AGT,183,0.01,Biomarker,,BEFREE,"Protective effect of <span class=""gene"" id=""30125396-0-21-35"">angiotensin II</span> receptor blocker against oxidative stress and inflammation in an <span class=""disease"" id=""30125396-0-101-115"">oral mucositis</span> experimental model.",30125396,2018
